OTU	Sample	Abundance	Kingdom	Phylum
Otu00014	20	1858.03497085762	Bacteria	Bacteroidetes
Otu00014	21	1679.96870109546	Bacteria	Bacteroidetes
Otu00014	23	1633.92429324389	Bacteria	Bacteroidetes
Otu00014	28	1582.26924480117	Bacteria	Bacteroidetes
Otu00014	22	1539.86981285598	Bacteria	Bacteroidetes
Otu00014	1	1496.71249252839	Bacteria	Bacteroidetes
Otu00014	17	1279.93779160187	Bacteria	Bacteroidetes
Otu00014	27	1206.60237388724	Bacteria	Bacteroidetes
Otu00014	4	1071.82320441989	Bacteria	Bacteroidetes
Otu00014	26	1012.14083367058	Bacteria	Bacteroidetes
Otu00014	8	873.091603053435	Bacteria	Bacteroidetes
Otu00014	10	867.210682492582	Bacteria	Bacteroidetes
Otu00014	24	856.595511767926	Bacteria	Bacteroidetes
Otu00014	25	673.733195449845	Bacteria	Bacteroidetes
Otu00014	16	645.861601085482	Bacteria	Bacteroidetes
Otu01531	25	30.5067218200621	Bacteria	Chlamydiae
Otu01531	24	26.8199233716475	Bacteria	Chlamydiae
Otu01531	18	19.6266156055529	Bacteria	Chlamydiae
Otu01531	23	16.7704839482511	Bacteria	Chlamydiae
Otu01531	22	13.8323840520749	Bacteria	Chlamydiae
Otu01531	4	12.2774708410068	Bacteria	Chlamydiae
Otu01531	26	11.7361392148928	Bacteria	Chlamydiae
Otu01531	27	8.90207715133531	Bacteria	Chlamydiae
Otu01531	17	8.29445308449974	Bacteria	Chlamydiae
Otu01531	20	7.49375520399667	Bacteria	Chlamydiae
Otu01531	21	7.04225352112676	Bacteria	Chlamydiae
Otu01531	28	6.93177672382342	Bacteria	Chlamydiae
Otu01531	1	5.37955768081291	Bacteria	Chlamydiae
Otu01531	16	3.3921302578019	Bacteria	Chlamydiae
Otu01531	8	2.86259541984733	Bacteria	Chlamydiae
Otu01531	13	2.79329608938548	Bacteria	Chlamydiae
Otu01531	19	2.42718446601942	Bacteria	Chlamydiae
Otu01531	10	0	Bacteria	Chlamydiae
Otu00124	13	585.661080074488	Bacteria	Chlorobi
Otu00124	10	383.53115727003	Bacteria	Chlorobi
Otu00124	16	177.74762550882	Bacteria	Chlorobi
Otu00124	18	121.589277166108	Bacteria	Chlorobi
Otu00124	19	90.4126213592233	Bacteria	Chlorobi
Otu00124	21	40.2973395931142	Bacteria	Chlorobi
Otu00124	1	39.4500896592947	Bacteria	Chlorobi
Otu00124	24	32.2933771209633	Bacteria	Chlorobi
Otu00124	22	31.73311635476	Bacteria	Chlorobi
Otu00124	23	28.270244369909	Bacteria	Chlorobi
Otu00124	8	25.763358778626	Bacteria	Chlorobi
Otu00124	25	19.6483971044467	Bacteria	Chlorobi
Otu00124	4	17.8023327194598	Bacteria	Chlorobi
Otu00124	20	17.4854288093256	Bacteria	Chlorobi
Otu00124	17	13.9968895800933	Bacteria	Chlorobi
Otu00124	26	6.87980574666127	Bacteria	Chlorobi
Otu00124	27	6.67655786350148	Bacteria	Chlorobi
Otu00124	28	4.37796424662532	Bacteria	Chlorobi
Otu00012	16	5573.94843962008	Bacteria	Chloroflexi
Otu00012	19	4910.19417475728	Bacteria	Chloroflexi
Otu00012	17	4575.42768273717	Bacteria	Chloroflexi
Otu00012	10	4313.79821958457	Bacteria	Chloroflexi
Otu00012	8	3979.96183206107	Bacteria	Chloroflexi
Otu00012	18	3818.09478219244	Bacteria	Chloroflexi
Otu00012	13	3399.44134078212	Bacteria	Chloroflexi
Otu00012	1	3307.23251643754	Bacteria	Chloroflexi
Otu00012	4	2151.01289134438	Bacteria	Chloroflexi
Otu00012	20	1199.00083263947	Bacteria	Chloroflexi
Otu00012	27	1143.54599406528	Bacteria	Chloroflexi
Otu00012	28	1109.81393651952	Bacteria	Chloroflexi
Otu00012	24	1101.25889436234	Bacteria	Chloroflexi
Otu00012	21	1097.80907668232	Bacteria	Chloroflexi
Otu00012	22	1043.93816110659	Bacteria	Chloroflexi
Otu00012	26	976.527721570215	Bacteria	Chloroflexi
Otu00012	23	965.979875419262	Bacteria	Chloroflexi
Otu00012	25	905.377456049638	Bacteria	Chloroflexi
Otu00111	1	210.998206814106	Bacteria	Cyanobacteria
Otu00111	13	187.150837988827	Bacteria	Cyanobacteria
Otu00111	16	98.3717774762551	Bacteria	Cyanobacteria
Otu00111	8	71.5648854961832	Bacteria	Cyanobacteria
Otu00111	4	58.9318600368324	Bacteria	Cyanobacteria
Otu00111	10	43.7685459940653	Bacteria	Cyanobacteria
Otu00111	18	33.9875538535184	Bacteria	Cyanobacteria
Otu00111	17	31.104199066874	Bacteria	Cyanobacteria
Otu00111	19	30.3398058252427	Bacteria	Cyanobacteria
Otu00111	21	20.735524256651	Bacteria	Cyanobacteria
Otu00111	25	14.994829369183	Bacteria	Cyanobacteria
Otu00111	24	13.136288998358	Bacteria	Cyanobacteria
Otu00111	20	12.9059117402165	Bacteria	Cyanobacteria
Otu00111	28	12.7690623859905	Bacteria	Cyanobacteria
Otu00111	23	8.62482031624341	Bacteria	Cyanobacteria
Otu00111	27	7.7893175074184	Bacteria	Cyanobacteria
Otu00111	26	6.47511129097532	Bacteria	Cyanobacteria
Otu00111	22	6.10252237591538	Bacteria	Cyanobacteria
Otu00474	20	80.3497085761865	Bacteria	Deferribacteres
Otu00474	22	56.1432058584215	Bacteria	Deferribacteres
Otu00474	10	51.1869436201781	Bacteria	Deferribacteres
Otu00474	21	44.6009389671362	Bacteria	Deferribacteres
Otu00474	26	42.4929178470255	Bacteria	Deferribacteres
Otu00474	25	40.8479834539814	Bacteria	Deferribacteres
Otu00474	27	32.2700296735905	Bacteria	Deferribacteres
Otu00474	16	16.9606512890095	Bacteria	Deferribacteres
Otu00474	28	16.417365924845	Bacteria	Deferribacteres
Otu00474	23	9.5831336847149	Bacteria	Deferribacteres
Otu00474	4	7.36648250460405	Bacteria	Deferribacteres
Otu00474	24	7.11548987411057	Bacteria	Deferribacteres
Otu00474	17	5.18403317781234	Bacteria	Deferribacteres
Otu00474	13	4.65549348230913	Bacteria	Deferribacteres
Otu00474	1	3.58637178720861	Bacteria	Deferribacteres
Otu00474	18	0.957395883197702	Bacteria	Deferribacteres
Otu00474	8	0.954198473282443	Bacteria	Deferribacteres
Otu00474	19	0.606796116504855	Bacteria	Deferribacteres
Otu00220	13	399.441340782123	Bacteria	Deinococcus-Thermus
Otu00220	20	24.9791840133222	Bacteria	Deinococcus-Thermus
Otu00220	22	18.3075671277461	Bacteria	Deinococcus-Thermus
Otu00220	16	16.2822252374491	Bacteria	Deinococcus-Thermus
Otu00220	18	12.924844423169	Bacteria	Deinococcus-Thermus
Otu00220	21	12.1283255086072	Bacteria	Deinococcus-Thermus
Otu00220	19	11.5291262135922	Bacteria	Deinococcus-Thermus
Otu00220	10	11.1275964391691	Bacteria	Deinococcus-Thermus
Otu00220	23	8.14566363200767	Bacteria	Deinococcus-Thermus
Otu00220	8	6.20229007633588	Bacteria	Deinococcus-Thermus
Otu00220	1	2.98864315600717	Bacteria	Deinococcus-Thermus
Otu00220	28	2.91864283108355	Bacteria	Deinococcus-Thermus
Otu00220	4	2.45549416820135	Bacteria	Deinococcus-Thermus
Otu00220	26	2.42816673411574	Bacteria	Deinococcus-Thermus
Otu00220	27	1.11275964391691	Bacteria	Deinococcus-Thermus
Otu00220	17	1.03680663556247	Bacteria	Deinococcus-Thermus
Otu00220	24	0.547345374931582	Bacteria	Deinococcus-Thermus
Otu00220	25	0	Bacteria	Deinococcus-Thermus
Otu02713	13	13.0353817504656	Bacteria	Fibrobacteres
Otu02713	10	8.16023738872404	Bacteria	Fibrobacteres
Otu02713	16	2.03527815468114	Bacteria	Fibrobacteres
Otu02713	19	1.82038834951456	Bacteria	Fibrobacteres
Otu02713	8	0.477099236641221	Bacteria	Fibrobacteres
Otu02713	4	0	Bacteria	Fibrobacteres
Otu02713	1	0	Bacteria	Fibrobacteres
Otu02713	28	0	Bacteria	Fibrobacteres
Otu02713	22	0	Bacteria	Fibrobacteres
Otu02713	23	0	Bacteria	Fibrobacteres
Otu02713	21	0	Bacteria	Fibrobacteres
Otu02713	17	0	Bacteria	Fibrobacteres
Otu02713	26	0	Bacteria	Fibrobacteres
Otu02713	27	0	Bacteria	Fibrobacteres
Otu02713	25	0	Bacteria	Fibrobacteres
Otu02713	24	0	Bacteria	Fibrobacteres
Otu02713	20	0	Bacteria	Fibrobacteres
Otu02713	18	0	Bacteria	Fibrobacteres
Otu00046	24	2125.34209085933	Bacteria	Firmicutes
Otu00046	17	1326.0756868844	Bacteria	Firmicutes
Otu00046	8	1098.75954198473	Bacteria	Firmicutes
Otu00046	23	935.79300431241	Bacteria	Firmicutes
Otu00046	28	923.750456037943	Bacteria	Firmicutes
Otu00046	19	899.878640776699	Bacteria	Firmicutes
Otu00046	25	806.101344364013	Bacteria	Firmicutes
Otu00046	18	775.01196744854	Bacteria	Firmicutes
Otu00046	13	634.078212290503	Bacteria	Firmicutes
Otu00046	16	573.270013568521	Bacteria	Firmicutes
Otu00046	26	505.058680696075	Bacteria	Firmicutes
Otu00046	1	487.746563060371	Bacteria	Firmicutes
Otu00046	21	448.356807511737	Bacteria	Firmicutes
Otu00046	20	446.711074104913	Bacteria	Firmicutes
Otu00046	4	443.216697360344	Bacteria	Firmicutes
Otu00046	27	426.557863501484	Bacteria	Firmicutes
Otu00046	10	389.46587537092	Bacteria	Firmicutes
Otu00046	22	340.520748576078	Bacteria	Firmicutes
Otu02377	13	10.2420856610801	Bacteria	GOUTA4
Otu02377	16	5.42740841248304	Bacteria	GOUTA4
Otu02377	20	2.49791840133222	Bacteria	GOUTA4
Otu02377	21	1.56494522691706	Bacteria	GOUTA4
Otu02377	4	1.22774708410068	Bacteria	GOUTA4
Otu02377	24	1.09469074986316	Bacteria	GOUTA4
Otu02377	1	0.597728631201435	Bacteria	GOUTA4
Otu02377	25	0.517063081695967	Bacteria	GOUTA4
Otu02377	23	0.479156684235745	Bacteria	GOUTA4
Otu02377	8	0.477099236641221	Bacteria	GOUTA4
Otu02377	26	0.404694455685957	Bacteria	GOUTA4
Otu02377	27	0	Bacteria	GOUTA4
Otu02377	10	0	Bacteria	GOUTA4
Otu02377	28	0	Bacteria	GOUTA4
Otu02377	17	0	Bacteria	GOUTA4
Otu02377	22	0	Bacteria	GOUTA4
Otu02377	19	0	Bacteria	GOUTA4
Otu02377	18	0	Bacteria	GOUTA4
Otu00037	10	1188.42729970326	Bacteria	Gemmatimonadetes
Otu00037	17	1159.14981855884	Bacteria	Gemmatimonadetes
Otu00037	19	1015.16990291262	Bacteria	Gemmatimonadetes
Otu00037	1	1014.34548714883	Bacteria	Gemmatimonadetes
Otu00037	18	898.516036381044	Bacteria	Gemmatimonadetes
Otu00037	13	864.990689013036	Bacteria	Gemmatimonadetes
Otu00037	16	747.625508819539	Bacteria	Gemmatimonadetes
Otu00037	22	667.615947925142	Bacteria	Gemmatimonadetes
Otu00037	4	573.971761817066	Bacteria	Gemmatimonadetes
Otu00037	8	514.312977099237	Bacteria	Gemmatimonadetes
Otu00037	20	493.755203996669	Bacteria	Gemmatimonadetes
Otu00037	21	458.920187793427	Bacteria	Gemmatimonadetes
Otu00037	27	408.753709198813	Bacteria	Gemmatimonadetes
Otu00037	25	383.143743536712	Bacteria	Gemmatimonadetes
Otu00037	26	373.128288142453	Bacteria	Gemmatimonadetes
Otu00037	24	319.102353585112	Bacteria	Gemmatimonadetes
Otu00037	28	313.754104341481	Bacteria	Gemmatimonadetes
Otu00037	23	287.973167225683	Bacteria	Gemmatimonadetes
Otu00484	27	37.8338278931751	Bacteria	Gracilibacteria
Otu00484	22	27.6647681041497	Bacteria	Gracilibacteria
Otu00484	26	20.6394172399838	Bacteria	Gracilibacteria
Otu00484	28	16.4173659248449	Bacteria	Gracilibacteria
Otu00484	21	12.1283255086072	Bacteria	Gracilibacteria
Otu00484	20	11.6569525395504	Bacteria	Gracilibacteria
Otu00484	25	6.2047569803516	Bacteria	Gracilibacteria
Otu00484	23	5.2707235265932	Bacteria	Gracilibacteria
Otu00484	24	3.83141762452107	Bacteria	Gracilibacteria
Otu00484	8	2.86259541984733	Bacteria	Gracilibacteria
Otu00484	1	1.7931858936043	Bacteria	Gracilibacteria
Otu00484	16	1.35685210312076	Bacteria	Gracilibacteria
Otu00484	10	0.741839762611276	Bacteria	Gracilibacteria
Otu00484	18	0	Bacteria	Gracilibacteria
Otu00484	19	0	Bacteria	Gracilibacteria
Otu00484	4	0	Bacteria	Gracilibacteria
Otu00484	13	0	Bacteria	Gracilibacteria
Otu00484	17	0	Bacteria	Gracilibacteria
Otu01190	13	37.243947858473	Bacteria	Hydrogenedentes
Otu01190	22	36.2082994304312	Bacteria	Hydrogenedentes
Otu01190	18	35.9023456199138	Bacteria	Hydrogenedentes
Otu01190	10	35.6083086053413	Bacteria	Hydrogenedentes
Otu01190	20	27.4771024146545	Bacteria	Hydrogenedentes
Otu01190	19	24.2718446601942	Bacteria	Hydrogenedentes
Otu01190	21	16.8231611893584	Bacteria	Hydrogenedentes
Otu01190	17	15.0336962156558	Bacteria	Hydrogenedentes
Otu01190	16	14.9253731343284	Bacteria	Hydrogenedentes
Otu01190	4	7.98035604665439	Bacteria	Hydrogenedentes
Otu01190	26	7.68919465803319	Bacteria	Hydrogenedentes
Otu01190	1	6.57501494321578	Bacteria	Hydrogenedentes
Otu01190	28	5.47245530828165	Bacteria	Hydrogenedentes
Otu01190	23	4.31241015812171	Bacteria	Hydrogenedentes
Otu01190	8	3.81679389312977	Bacteria	Hydrogenedentes
Otu01190	27	3.70919881305638	Bacteria	Hydrogenedentes
Otu01190	25	3.1023784901758	Bacteria	Hydrogenedentes
Otu01190	24	2.73672687465791	Bacteria	Hydrogenedentes
Otu00975	17	55.469155002592	Bacteria	JL-ETNP-Z39
Otu00975	1	28.6909742976689	Bacteria	JL-ETNP-Z39
Otu00975	18	24.4135950215414	Bacteria	JL-ETNP-Z39
Otu00975	19	21.8446601941748	Bacteria	JL-ETNP-Z39
Otu00975	8	15.7442748091603	Bacteria	JL-ETNP-Z39
Otu00975	16	10.1763907734057	Bacteria	JL-ETNP-Z39
Otu00975	10	8.16023738872404	Bacteria	JL-ETNP-Z39
Otu00975	4	4.29711479435236	Bacteria	JL-ETNP-Z39
Otu00975	21	1.56494522691706	Bacteria	JL-ETNP-Z39
Otu00975	25	1.03412616339193	Bacteria	JL-ETNP-Z39
Otu00975	24	0.547345374931582	Bacteria	JL-ETNP-Z39
Otu00975	28	0	Bacteria	JL-ETNP-Z39
Otu00975	26	0	Bacteria	JL-ETNP-Z39
Otu00975	27	0	Bacteria	JL-ETNP-Z39
Otu00975	13	0	Bacteria	JL-ETNP-Z39
Otu00975	20	0	Bacteria	JL-ETNP-Z39
Otu00975	22	0	Bacteria	JL-ETNP-Z39
Otu00975	23	0	Bacteria	JL-ETNP-Z39
Otu00314	16	233.378561736771	Bacteria	Latescibacteria
Otu00314	18	94.7821924365725	Bacteria	Latescibacteria
Otu00314	19	90.4126213592233	Bacteria	Latescibacteria
Otu00314	10	73.4421364985163	Bacteria	Latescibacteria
Otu00314	13	68.9013035381751	Bacteria	Latescibacteria
Otu00314	27	65.6528189910979	Bacteria	Latescibacteria
Otu00314	26	50.9915014164306	Bacteria	Latescibacteria
Otu00314	17	50.8035251425609	Bacteria	Latescibacteria
Otu00314	1	47.2205618649133	Bacteria	Latescibacteria
Otu00314	25	45.5015511892451	Bacteria	Latescibacteria
Otu00314	24	41.5982484948002	Bacteria	Latescibacteria
Otu00314	23	39.7700047915668	Bacteria	Latescibacteria
Otu00314	21	34.4287949921753	Bacteria	Latescibacteria
Otu00314	22	32.953620829943	Bacteria	Latescibacteria
Otu00314	28	27.7271068952937	Bacteria	Latescibacteria
Otu00314	8	24.3320610687023	Bacteria	Latescibacteria
Otu00314	20	24.1465445462115	Bacteria	Latescibacteria
Otu00314	4	6.75260896255372	Bacteria	Latescibacteria
Otu00952	4	49.7237569060774	Bacteria	Lentisphaerae
Otu00952	1	46.0251046025105	Bacteria	Lentisphaerae
Otu00952	8	13.3587786259542	Bacteria	Lentisphaerae
Otu00952	10	13.353115727003	Bacteria	Lentisphaerae
Otu00952	25	7.75594622543951	Bacteria	Lentisphaerae
Otu00952	24	7.11548987411057	Bacteria	Lentisphaerae
Otu00952	16	6.7842605156038	Bacteria	Lentisphaerae
Otu00952	23	6.70819357930043	Bacteria	Lentisphaerae
Otu00952	27	3.70919881305638	Bacteria	Lentisphaerae
Otu00952	17	3.62882322446864	Bacteria	Lentisphaerae
Otu00952	13	2.79329608938548	Bacteria	Lentisphaerae
Otu00952	26	2.02347227842979	Bacteria	Lentisphaerae
Otu00952	22	1.22050447518308	Bacteria	Lentisphaerae
Otu00952	28	1.09449106165633	Bacteria	Lentisphaerae
Otu00952	18	0.957395883197702	Bacteria	Lentisphaerae
Otu00952	21	0.782472613458529	Bacteria	Lentisphaerae
Otu00952	20	0.416319733555371	Bacteria	Lentisphaerae
Otu00952	19	0	Bacteria	Lentisphaerae
Otu00005	16	1339.89145183175	Bacteria	Nitrospirae
Otu00005	10	1227.74480712166	Bacteria	Nitrospirae
Otu00005	1	783.622235505081	Bacteria	Nitrospirae
Otu00005	13	783.054003724395	Bacteria	Nitrospirae
Otu00005	4	613.259668508287	Bacteria	Nitrospirae
Otu00005	17	374.805598755832	Bacteria	Nitrospirae
Otu00005	8	315.839694656489	Bacteria	Nitrospirae
Otu00005	19	266.990291262136	Bacteria	Nitrospirae
Otu00005	18	211.105792245093	Bacteria	Nitrospirae
Otu00005	25	154.084798345398	Bacteria	Nitrospirae
Otu00005	26	112.909753136382	Bacteria	Nitrospirae
Otu00005	27	112.759643916914	Bacteria	Nitrospirae
Otu00005	21	50.4694835680751	Bacteria	Nitrospirae
Otu00005	23	42.1657882127456	Bacteria	Nitrospirae
Otu00005	22	28.8852725793328	Bacteria	Nitrospirae
Otu00005	20	27.4771024146545	Bacteria	Nitrospirae
Otu00005	28	21.5249908792412	Bacteria	Nitrospirae
Otu00005	24	18.0623973727422	Bacteria	Nitrospirae
Otu01544	19	23.0582524271845	Bacteria	Omnitrophica
Otu01544	16	14.246947082768	Bacteria	Omnitrophica
Otu01544	18	11.9674485399713	Bacteria	Omnitrophica
Otu01544	21	10.1721439749609	Bacteria	Omnitrophica
Otu01544	25	9.30713547052741	Bacteria	Omnitrophica
Otu01544	22	6.91619202603743	Bacteria	Omnitrophica
Otu01544	4	6.75260896255372	Bacteria	Omnitrophica
Otu01544	20	5.82847626977519	Bacteria	Omnitrophica
Otu01544	26	5.6657223796034	Bacteria	Omnitrophica
Otu01544	24	4.37876299945266	Bacteria	Omnitrophica
Otu01544	1	3.58637178720861	Bacteria	Omnitrophica
Otu01544	23	3.35409678965022	Bacteria	Omnitrophica
Otu01544	28	2.5538124771981	Bacteria	Omnitrophica
Otu01544	10	2.22551928783383	Bacteria	Omnitrophica
Otu01544	27	2.22551928783383	Bacteria	Omnitrophica
Otu01544	17	2.07361327112494	Bacteria	Omnitrophica
Otu01544	8	0.954198473282443	Bacteria	Omnitrophica
Otu01544	13	0.931098696461825	Bacteria	Omnitrophica
Otu00599	20	84.5129059117402	Bacteria	Parcubacteria
Otu00599	28	82.4516599781102	Bacteria	Parcubacteria
Otu00599	21	79.81220657277	Bacteria	Parcubacteria
Otu00599	27	77.893175074184	Bacteria	Parcubacteria
Otu00599	26	59.0853905301497	Bacteria	Parcubacteria
Otu00599	22	54.5158665581774	Bacteria	Parcubacteria
Otu00599	19	51.5776699029126	Bacteria	Parcubacteria
Otu00599	24	49.808429118774	Bacteria	Parcubacteria
Otu00599	13	49.3482309124767	Bacteria	Parcubacteria
Otu00599	25	41.8821096173733	Bacteria	Parcubacteria
Otu00599	4	37.4462860650706	Bacteria	Parcubacteria
Otu00599	23	31.6243411595592	Bacteria	Parcubacteria
Otu00599	10	28.9317507418398	Bacteria	Parcubacteria
Otu00599	1	26.3000597728631	Bacteria	Parcubacteria
Otu00599	16	16.9606512890095	Bacteria	Parcubacteria
Otu00599	18	13.4035423647678	Bacteria	Parcubacteria
Otu00599	8	8.11068702290076	Bacteria	Parcubacteria
Otu00599	17	3.1104199066874	Bacteria	Parcubacteria
Otu00250	24	690.202517788725	Bacteria	Planctomycetes
Otu00250	23	543.842836607571	Bacteria	Planctomycetes
Otu00250	25	527.921406411582	Bacteria	Planctomycetes
Otu00250	17	465.526179367548	Bacteria	Planctomycetes
Otu00250	1	393.903167961745	Bacteria	Planctomycetes
Otu00250	19	379.247572815534	Bacteria	Planctomycetes
Otu00250	18	371.948300622307	Bacteria	Planctomycetes
Otu00250	16	369.742198100407	Bacteria	Planctomycetes
Otu00250	10	367.952522255193	Bacteria	Planctomycetes
Otu00250	4	367.710251688152	Bacteria	Planctomycetes
Otu00250	27	355.341246290801	Bacteria	Planctomycetes
Otu00250	26	347.227842978551	Bacteria	Planctomycetes
Otu00250	8	339.217557251908	Bacteria	Planctomycetes
Otu00250	28	299.890550893834	Bacteria	Planctomycetes
Otu00250	21	261.345852895149	Bacteria	Planctomycetes
Otu00250	22	257.526444263629	Bacteria	Planctomycetes
Otu00250	20	251.040799333888	Bacteria	Planctomycetes
Otu00250	13	222.532588454376	Bacteria	Planctomycetes
Otu00002	13	9091.24767225326	Bacteria	Proteobacteria
Otu00002	10	8290.05934718101	Bacteria	Proteobacteria
Otu00002	25	7450.36194415719	Bacteria	Proteobacteria
Otu00002	16	7225.91587516961	Bacteria	Proteobacteria
Otu00002	24	5784.34592227696	Bacteria	Proteobacteria
Otu00002	4	5766.11418047882	Bacteria	Proteobacteria
Otu00002	20	5521.64862614488	Bacteria	Proteobacteria
Otu00002	23	5453.28222328702	Bacteria	Proteobacteria
Otu00002	21	4988.65414710485	Bacteria	Proteobacteria
Otu00002	26	4774.98988263861	Bacteria	Proteobacteria
Otu00002	27	4746.29080118694	Bacteria	Proteobacteria
Otu00002	1	4716.67662881052	Bacteria	Proteobacteria
Otu00002	19	4705.70388349515	Bacteria	Proteobacteria
Otu00002	22	4674.53213995118	Bacteria	Proteobacteria
Otu00002	28	4349.50747902226	Bacteria	Proteobacteria
Otu00002	17	4194.91964748574	Bacteria	Proteobacteria
Otu00002	8	3656.96564885496	Bacteria	Proteobacteria
