OTU	Sample	Abundance	Kingdom	Phylum	Class	Order	Family
Otu01442	VC2	12.7513349606801	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu01442	VC3	2.22892617262261	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu01442	VC1	0.795165394402036	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu01442	PNC2	0.537251277186377	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu01442	PNC3	0	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu01442	PNC1	0	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae
Otu00503	VC2	143.194332663041	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	VC3	29.3328514547052	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	PNC1	23.1644849028698	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	PNC2	10.9218998708412	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	VC1	9.68451904235421	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	PNC3	5.55403726855637	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00688	VC2	27.9790030481643	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	PNC2	24.7920826484966	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	PNC3	21.560871820216	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	PNC1	19.101126495878	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	VC3	5.0311771167374	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	VC1	0.97214949799789	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu01743	VC1	5.18746584991195	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC2	1.66537763814832	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	VC2	1.35685210312076	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC1	0.826316194781178	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC3	0.647914691609586	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	VC3	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu00566	PNC1	48.7658224379617	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC2	40.45168394309	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	PNC3	19.2934585881083	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC3	13.1827692498396	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	PNC2	11.3960451934814	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC1	8.70806179560048	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00095	PNC2	354.4359194939	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC2	339.35902733218	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	PNC3	337.61270214619	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	PNC1	219.656863092742	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC3	153.635077554048	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC1	119.908977689521	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00127	VC2	563.423136290383	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC2	283.11340581632	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	VC1	213.899261237842	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC3	186.772609614309	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	VC3	186.099889373144	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC1	120.768506278311	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu01337	VC1	10.9475215554937	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC2	7.13765666807441	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	VC2	5.16503811149476	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	VC3	2.16700362468725	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC3	0.62945799363617	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC1	0.53837069352309	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu00031	VC3	272.689783835781	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	VC2	101.182921851433	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	VC1	48.312265993968	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC2	26.3733622575248	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC1	12.3254017130787	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC3	7.66128540562085	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00006	VC2	824.446457778068	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	VC3	152.317156112245	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	VC1	58.2242293389217	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC2	36.9881743064784	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC1	22.4708232182755	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC3	19.1819736226872	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00512	VC1	39.7453710992115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	VC2	29.2615503994991	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC1	11.1602635976585	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC3	7.60407358494004	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	VC3	4.11125965732386	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC2	3.40402670314222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu02958	PNC2	3.92864251450852	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	PNC3	0.486440471847258	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	PNC1	0.266023710596763	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC2	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC3	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC1	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu00729	VC2	24.673997367391	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	VC1	7.20322728224848	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC3	4.389967215666	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	VC3	3.11415839794378	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC2	1.234221449118	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC1	0.266023710596763	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu02946	VC3	1.92302933695084	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	VC1	1.39470013947001	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC3	0.773584494518197	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC1	0.532047421193527	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC2	0.182448458310527	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	VC2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu00094	VC2	209.395662166517	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	VC1	186.217595140444	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	VC3	81.8233337210631	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC1	74.074456113946	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC3	41.5172545797515	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC2	14.1901833367474	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu01332	PNC3	9.62511572964451	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	PNC1	8.05729502709234	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC2	6.81187893529366	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC3	5.45295006523957	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	PNC2	5.00822780503101	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC1	1.97374552028325	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01513	VC1	10.6362158807474	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	VC3	9.2843072493916	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	VC2	5.41199063259781	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC3	2.28900875164767	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC2	1.76893135822951	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC1	0.138773244518457	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01964	VC2	2.01986037479591	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	PNC1	1.75796106497934	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	PNC2	1.57638880217378	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	VC1	1.21160217325177	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	PNC3	1.10667011649672	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	VC3	0.577331850263648	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu00115	VC1	92.762451617541	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	VC2	81.5452382541716	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC1	53.6700626190881	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	VC3	34.3527905104222	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC3	19.1380257761136	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC2	13.5181050293172	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00004	VC3	396.830224280307	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	VC1	313.92104999339	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC2	216.970839436944	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC3	120.249767682078	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	VC2	19.7915908539391	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC1	14.3668234634285	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu02494	VC3	5.13807118320894	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	VC1	1.2392425836727	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC1	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	VC2	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC3	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC2	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02600	PNC1	2.29317012233765	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	PNC2	1.32829302124228	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	PNC3	0.753097954071382	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC3	0.319131961065901	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC1	0.199242877067145	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02301	VC2	6.69605876834822	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC1	2.85346260652206	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	VC3	2.5013516632817	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC3	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	VC1	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu00111	VC1	109.332022545742	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	VC2	73.2410130719506	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	VC3	26.1013731668268	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC1	5.42102270622596	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC3	3.73615111234905	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC2	0.501886247801024	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00245	PNC1	88.5946720317279	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	PNC3	58.7812191785913	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	PNC2	50.1665819762604	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC1	28.9064346195753	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC3	26.7475834847476	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC2	21.2304322312485	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu01892	PNC3	5.20765158273122	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	PNC2	2.96531778444156	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC3	2.57952593931546	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	PNC1	2.17744243469949	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC1	0.318066157760814	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu03207	VC2	4.64503543401447	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	VC1	1.19545726240287	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	VC3	0.319131961065901	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC3	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu00884	VC2	37.9157984231023	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC3	12.8838735083922	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC1	8.54149930338286	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC1	6.43923097285044	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC3	2.5945974423789	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC2	0.514521713621098	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00064	VC2	205.775925964706	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	VC1	183.582787844814	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC2	146.185054271054	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	VC3	141.638970510381	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC1	119.493857546859	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC3	102.680530474367	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00113	PNC2	145.752784431046	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	PNC1	140.242928403714	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC1	117.447663937791	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	PNC3	101.761698469961	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC3	83.6870127462586	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC2	25.2451537592895	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00766	PNC1	21.1866718193066	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	PNC3	2.3238923051211	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC3	1.30299809505186	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC1	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC2	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	PNC2	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu02442	PNC1	3.65153373831235	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC3	1.66183543230014	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC1	1.44924873463911	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	PNC3	1.00148685403492	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	PNC2	0.491792150055819	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02377	VC2	5.22316469118771	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC1	1.35428787608309	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC1	0.767524983981111	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC2	0.696970171931625	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC3	0.134898151895319	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC3	0	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu01889	VC3	5.84924323902071	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	VC2	2.32483388291883	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	VC1	1.07482786784266	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC2	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC1	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC3	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu00284	VC2	78.0015731383876	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	VC3	54.2219075643439	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC2	53.0636127096324	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	VC1	47.6854079923309	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC3	10.313827416348	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC1	4.32439227397014	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00151	PNC1	251.140690655985	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	PNC3	119.912954849823	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	PNC2	92.6575587153828	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC3	70.2046459941702	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC2	34.6403543171267	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC1	17.7572174527558	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00568	PNC2	51.598549272325	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC2	38.7726979604512	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC1	26.375182462258	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC3	26.0778969314915	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	PNC3	12.8851757281393	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	PNC1	12.1366712774002	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu01172	VC2	13.6390700577995	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	VC3	4.20487342389865	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	VC1	2.21139208167059	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	PNC1	0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
