OTU	Sample	Abundance	Kingdom	Phylum	Class	Order
Otu00804	VC2	0.00505457721104616	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified
Otu00046	VC3	2.63847081968553	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00046	PNC1	2.37133426542603	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00046	PNC2	2.30066915860592	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00046	VC1	2.18405818563541	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00046	PNC3	1.91159686655622	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00046	VC2	1.27562189817418	Bacteria	Firmicutes	Clostridia	Clostridiales
Otu00987	VC2	0.0701719849253218	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00987	VC3	0.0423325908628528	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00987	PNC2	0.0417905624801176	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00987	PNC1	0.0400315878032055	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00987	PNC3	0.0369542538371981	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00987	VC1	0.0186269241709099	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales
Otu00069	PNC3	0.763083658339654	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00069	VC1	0.75063290858621	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00069	PNC2	0.629049625102478	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00069	VC2	0.588639594054823	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00069	PNC1	0.487827669608941	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00069	VC3	0.478513213813997	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales
Otu00064	VC2	2.11357180660972	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00064	VC1	1.86580769733852	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00064	PNC1	1.3101662969763	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00064	PNC3	1.15139356369848	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00064	VC3	1.12164217515731	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00064	PNC2	1.079353871066	Bacteria	Bacteroidetes	Cytophagia	Cytophagales
Otu00666	VC3	0.240988485508341	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu00666	VC1	0.0426431889278205	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu00666	VC2	0.0270264651882187	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu00666	PNC3	0.0216815018190682	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu00666	PNC1	0.0165912634393919	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu00666	PNC2	0.00402499028880809	Bacteria	Bacteroidetes	Cytophagia	Cytophagia_unclassified
Otu02872	PNC1	0.0501373411642423	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu02872	VC1	0.0274585957611917	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu02872	VC3	0.0206672224887558	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu02872	PNC3	0.00353489975554374	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu02872	PNC2	0	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu02872	VC2	0	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14
Otu01442	VC2	0.0625105244359366	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu01442	VC3	0.012694394372806	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu01442	VC1	0.00480757647974442	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu01442	PNC2	0.00338474539404682	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu01442	PNC1	0	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu01442	PNC3	0	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales
Otu00503	VC2	0.701977703403004	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00503	PNC1	0.204895567849926	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00503	VC3	0.167059272316244	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00503	PNC2	0.0688092366679394	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00503	VC1	0.0585526813584129	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00503	PNC3	0.0485130564727477	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified
Otu00220	VC2	0.631211000535022	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00220	PNC1	0.157425122755274	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00220	VC3	0.0246009055664058	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00220	VC1	0.0203438104574493	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00220	PNC3	0.0188075466955428	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00220	PNC2	0.0182556551878534	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales
Otu00688	PNC3	0.188328551221207	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00688	PNC1	0.168954163080109	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00688	PNC2	0.156192997795734	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00688	VC2	0.13716070977106	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00688	VC3	0.0286540430382013	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00688	VC1	0.00587762381797891	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified
Otu00566	PNC1	0.431345696741867	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00566	VC2	0.198305195918439	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00566	PNC3	0.168523292297389	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00566	VC3	0.0750797733180452	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00566	PNC2	0.0717964072249277	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00566	VC1	0.0526490128562147	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales
Otu00054	PNC2	5.2876864898791	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu00054	PNC3	4.93490812052991	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu00054	VC2	4.77232591876292	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu00054	VC1	3.26323383729024	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu00054	PNC1	3.16135246826744	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu00054	VC3	2.55659763171472	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales
Otu01337	VC1	0.0661888048853851	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu01337	PNC2	0.0449680653307621	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu01337	VC2	0.0253204266123299	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu01337	VC3	0.0123417271316405	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu01337	PNC3	0.00549815021324681	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu01337	PNC1	0.00476202123318123	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales
Otu00006	VC2	4.92913472636144	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu00006	VC3	3.08129625568465	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu00006	PNC1	2.72914440893088	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu00006	PNC3	1.38018168335809	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu00006	VC1	1.17742839959291	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu00006	PNC2	1.00673154480279	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales
Otu02958	PNC2	0.0247509037586265	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu02958	PNC3	0.00424892973170307	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu02958	PNC1	0.00235304516689319	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu02958	VC3	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu02958	VC2	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu02958	VC1	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group
Otu00729	VC2	0.120958669827325	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu00729	VC1	0.0435507710775479	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu00729	PNC3	0.0383452103666694	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu00729	VC3	0.0177360539476143	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu00729	PNC2	0.00777573836029565	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu00729	PNC1	0.00235304516689319	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10
Otu01964	PNC1	0.0155495981100956	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu01964	PNC2	0.00993143239291673	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu01964	VC2	0.0099019068752567	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu01964	PNC3	0.00966647274087565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu01964	VC1	0.00732535665150864	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu01964	VC3	0.00328807579239163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales
Otu00004	VC3	2.26006559927286	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu00004	VC1	1.8979692364251	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu00004	PNC2	1.36694146782251	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu00004	PNC3	1.0503501306018	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu00004	PNC1	0.127078088033554	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu00004	VC2	0.0970237804524922	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales
Otu02600	PNC1	0.0202836538935794	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02600	PNC2	0.00836840018164288	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02600	PNC3	0.00657811278692987	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02600	VC3	0.00181755098957396	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02600	VC1	0.00120462406473931	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02600	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02
Otu02301	VC2	0.0328259077621292	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02301	PNC1	0.0252395787583187	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02301	VC3	0.0142459381870915	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02301	PNC3	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02301	VC1	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02301	PNC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22
Otu02713	VC2	0.0379613997916075	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu02713	VC3	0.00345588351081917	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu02713	VC1	0.000961515295948884	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu02713	PNC2	0	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu02713	PNC3	0	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu02713	PNC1	0	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales
Otu00884	VC2	0.185873592933125	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC3	0.0733774735896427	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC1	0.0569565821226427	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC1	0.0516419746656315	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC3	0.0226631270479198	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC2	0.00324154650582978	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified
Otu00113	PNC1	1.80038568697499	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu00113	PNC2	1.2510934826752	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu00113	PNC3	1.04466695071566	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu00113	VC1	0.80956874291491	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu00113	VC3	0.578566910387152	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu00113	VC2	0.155037123173792	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
Otu01176	VC2	0.0734035421187726	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu01176	PNC1	0.0263632859203835	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu01176	VC3	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu01176	PNC2	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu01176	PNC3	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu01176	VC1	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales
Otu02442	PNC1	0.0322987142589983	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02442	VC3	0.00946464473316247	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02442	VC1	0.00876216970582557	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02442	PNC3	0.00874772457534105	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02442	PNC2	0.00309834761761274	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02442	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	GIF3
Otu02377	VC2	0.0256053789715517	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC1	0.0119790094433716	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC1	0.00464046233221534	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC2	0.00439099296624884	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC3	0.00117829991851458	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC3	0	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified
Otu00284	VC2	0.382385001942464	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00284	PNC2	0.334306918079425	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00284	VC3	0.308809814664129	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00284	VC1	0.288306366832454	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00284	PNC3	0.090088572997552	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00284	PNC1	0.0382503135423129	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30
Otu00568	PNC2	0.325076848404425	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00568	VC2	0.190074348354715	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00568	VC1	0.159464568940243	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00568	VC3	0.148521342755928	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00568	PNC3	0.112548624997429	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00568	PNC1	0.107351843290188	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales
Otu00241	VC2	0.452342767971942	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00241	PNC1	0.177946816674809	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00241	VC3	0.137028277998754	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00241	PNC3	0.095798329199898	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00241	VC1	0.0493607367888537	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00241	PNC2	0.0269074971271974	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis
Otu00020	VC2	4.6028653991672	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00020	PNC1	4.38916194526131	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00020	PNC3	4.25816243219332	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00020	PNC2	2.70395679205694	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00020	VC3	2.29604218775307	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00020	VC1	1.69837306235122	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified
Otu00733	VC2	0.177935670673029	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu00733	PNC1	0.0669243627515162	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu00733	PNC2	0.037061283641363	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu00733	VC3	0.0260898832178586	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu00733	PNC3	0.0251357943705377	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu00733	VC1	0.0234933046725119	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales
Otu03413	VC2	0.0132309465614744	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu03413	VC3	0.00758876759084044	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu03413	VC1	0.00384606118379554	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu03413	PNC3	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu03413	PNC1	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu03413	PNC2	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
Otu00037	VC3	1.27877978042363	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00037	VC2	1.03834338481393	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00037	VC1	0.913843791602292	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00037	PNC3	0.442723345548901	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00037	PNC2	0.223315559791777	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00037	PNC1	0.0804590683418772	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified
Otu00328	VC2	0.166036974636092	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00328	VC1	0.132802440021869	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00328	VC3	0.114286455052525	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00328	PNC2	0.00683308477530399	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00328	PNC1	0.00355256320570033	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00328	PNC3	0	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_unclassified
Otu00484	PNC3	0.218049937841575	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00484	PNC1	0.151696105287681	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00484	PNC2	0.03214507819566	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00484	VC1	0.00938296396991123	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00484	VC2	0.00342945345358952	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00484	VC3	0	Bacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu00469	PNC1	0.25611694687636	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu00469	PNC3	0.135300297671005	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu00469	PNC2	0.0644022327878943	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu00469	VC1	0	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu00469	VC2	0	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu00469	VC3	0	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36
Otu01164	PNC1	0.128458957137045	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu01164	PNC3	0.115869119922553	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu01164	VC3	0.0604883386296048	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu01164	VC1	0.0503571508538372	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu01164	PNC2	0.0469126614652981	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu01164	VC2	0.00342945345358952	Bacteria	Firmicutes	Clostridia	Halanaerobiales
Otu00735	VC3	0.190318285586422	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu00735	PNC1	0.181519305185268	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu00735	VC1	0.0898596996514106	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu00735	PNC3	0.0736311207025281	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu00735	PNC2	0.0611035938273853	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu00735	VC2	0.0510823025675721	Bacteria	Tenericutes	Mollicutes	Haloplasmatales
Otu01190	PNC1	0.237372682202837	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu01190	VC2	0.143436633022948	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu01190	VC3	0.142777059023466	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu01190	PNC3	0.0491208106824941	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu01190	VC1	0.0370260863946499	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu01190	PNC2	0.0213185752911657	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified
Otu00124	VC2	1.85602058276656	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00124	VC3	0.427150404299775	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00124	PNC2	0.168448341906574	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00124	PNC1	0.148155336586978	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00124	VC1	0.130960053010254	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00124	PNC3	0.0522172141361521	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales
Otu00170	VC1	0.44792432107888	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00170	VC3	0.265383239737614	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00170	VC2	0.0323158139101551	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00170	PNC1	0.00115352712808605	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00170	PNC3	0	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00170	PNC2	0	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45
Otu00179	VC1	0.508793364880615	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00179	VC3	0.491944556358133	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00179	PNC3	0.402042341612364	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00179	PNC2	0.328204401657988	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00179	PNC1	0.269677718072683	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00179	VC2	0.172858727561078	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified
Otu00975	VC3	0.193122571711436	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu00975	VC1	0.098212090274145	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu00975	VC2	0.0299637187357508	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu00975	PNC1	0.00461410851234421	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu00975	PNC2	0.00332115140683645	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu00975	PNC3	0	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified
Otu01334	VC2	0.0663026350611341	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62
Otu01334	VC3	0.0237916019317218	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62
Otu01334	PNC1	0.00596153927198837	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62
Otu01334	VC1	0.00312765465663708	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62
Otu01334	PNC2	0	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62
